1,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/0/0_2185.jpg,0,[0, 8],[1.0000, 0.0000]
1938,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6194.jpg,1,[1, 8],[1.0000, 0.0000]
1939,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_2541.jpg,1,[1, 9],[1.0000, 0.0000]
1940,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_5285.jpg,1,[1, 9],[1.0000, 0.0000]
1941,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6205.jpg,1,[1, 9],[1.0000, 0.0000]
1942,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6580.jpg,1,[1, 0],[1.0000, 0.0000]
1943,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_978.jpg,1,[8, 1],[0.6171, 0.3822]
1944,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_2086.jpg,1,[1, 9],[1.0000, 0.0000]
1945,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1786.jpg,1,[1, 9],[1.0000, 0.0000]
1946,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4755.jpg,1,[1, 9],[0.9990, 0.0010]
1947,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4288.jpg,1,[1, 9],[1.0000, 0.0000]
1948,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4144.jpg,1,[1, 9],[1.0000, 0.0000]
1949,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6688.jpg,1,[1, 3],[0.9997, 0.0002]
1950,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_286.jpg,1,[1, 9],[1.0000, 0.0000]
1951,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6415.jpg,1,[1, 9],[1.0000, 0.0000]
1952,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8584.jpg,1,[1, 9],[1.0000, 0.0000]
1953,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3544.jpg,1,[1, 9],[1.0000, 0.0000]
1954,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4476.jpg,1,[3, 1],[0.9520, 0.0431]
1955,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8744.jpg,1,[1, 9],[1.0000, 0.0000]
1956,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9232.jpg,1,[1, 9],[1.0000, 0.0000]
1957,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3027.jpg,1,[1, 9],[1.0000, 0.0000]
1958,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3144.jpg,1,[1, 9],[1.0000, 0.0000]
1959,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1408.jpg,1,[1, 9],[1.0000, 0.0000]
1960,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6492.jpg,1,[1, 9],[1.0000, 0.0000]
1961,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3857.jpg,1,[1, 8],[1.0000, 0.0000]
1962,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8028.jpg,1,[1, 9],[1.0000, 0.0000]
1963,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1405.jpg,1,[1, 8],[1.0000, 0.0000]
1964,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_7473.jpg,1,[1, 9],[1.0000, 0.0000]
1965,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8606.jpg,1,[1, 9],[1.0000, 0.0000]
1966,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6048.jpg,1,[1, 9],[1.0000, 0.0000]
1967,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6236.jpg,1,[1, 9],[1.0000, 0.0000]
1968,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3579.jpg,1,[1, 8],[1.0000, 0.0000]
1969,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8494.jpg,1,[1, 8],[0.8476, 0.1505]
1970,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9520.jpg,1,[1, 9],[1.0000, 0.0000]
1971,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9211.jpg,1,[1, 9],[1.0000, 0.0000]
1972,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9663.jpg,1,[1, 9],[1.0000, 0.0000]
1973,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9807.jpg,1,[1, 9],[1.0000, 0.0000]
1974,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8039.jpg,1,[1, 9],[1.0000, 0.0000]
1975,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9588.jpg,1,[1, 9],[1.0000, 0.0000]
1976,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_8775.jpg,1,[1, 9],[0.9759, 0.0233]
1977,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9339.jpg,1,[1, 9],[0.9998, 0.0002]
1978,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9800.jpg,1,[1, 9],[1.0000, 0.0000]
1979,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9808.jpg,1,[1, 8],[0.9993, 0.0006]
1980,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1769.jpg,1,[1, 9],[1.0000, 0.0000]
1981,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6806.jpg,1,[1, 9],[1.0000, 0.0000]
1982,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1016.jpg,1,[1, 9],[1.0000, 0.0000]
1983,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_5127.jpg,1,[1, 9],[1.0000, 0.0000]
1984,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3389.jpg,1,[1, 9],[1.0000, 0.0000]
1985,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6195.jpg,1,[1, 9],[1.0000, 0.0000]
1986,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3611.jpg,1,[1, 9],[1.0000, 0.0000]
1987,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_764.jpg,1,[1, 9],[1.0000, 0.0000]
1988,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4314.jpg,1,[1, 9],[1.0000, 0.0000]
1989,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4212.jpg,1,[1, 9],[1.0000, 0.0000]
1990,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_5024.jpg,1,[1, 9],[1.0000, 0.0000]
1991,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3565.jpg,1,[1, 9],[1.0000, 0.0000]
1992,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1340.jpg,1,[1, 9],[1.0000, 0.0000]
1993,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_7903.jpg,1,[1, 8],[1.0000, 0.0000]
1994,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_9645.jpg,1,[1, 9],[1.0000, 0.0000]
1995,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8654.jpg,2,[3, 2],[0.5044, 0.3968]
1996,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_4170.jpg,1,[1, 9],[1.0000, 0.0000]
1997,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6895.jpg,2,[2, 0],[0.9996, 0.0004]
1998,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7348.jpg,2,[2, 0],[1.0000, 0.0000]
1999,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_6714.jpg,1,[1, 9],[1.0000, 0.0000]
2000,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_692.jpg,2,[2, 0],[0.9747, 0.0253]
2001,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_3153.jpg,1,[1, 9],[1.0000, 0.0000]
2002,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4775.jpg,2,[2, 3],[0.5686, 0.3598]
2003,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8853.jpg,2,[2, 0],[0.9993, 0.0007]
2004,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_1880.jpg,1,[1, 9],[1.0000, 0.0000]
2005,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6845.jpg,2,[2, 4],[0.8533, 0.0908]
2006,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3658.jpg,2,[4, 2],[0.8251, 0.1631]
2007,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6335.jpg,2,[2, 0],[1.0000, 0.0000]
2008,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9039.jpg,2,[2, 6],[0.5186, 0.4780]
2009,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6387.jpg,2,[2, 3],[0.9984, 0.0016]
2010,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3844.jpg,2,[2, 5],[1.0000, 0.0000]
2011,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1888.jpg,2,[2, 4],[1.0000, 0.0000]
2012,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8765.jpg,2,[2, 5],[0.9978, 0.0022]
2013,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7463.jpg,2,[2, 0],[1.0000, 0.0000]
2014,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_7997.jpg,1,[1, 9],[1.0000, 0.0000]
2015,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1929.jpg,2,[2, 3],[0.9794, 0.0107]
2016,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2318.jpg,2,[2, 0],[1.0000, 0.0000]
2017,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4640.jpg,2,[2, 5],[1.0000, 0.0000]
2018,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3533.jpg,2,[2, 3],[1.0000, 0.0000]
2019,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3908.jpg,2,[2, 0],[1.0000, 0.0000]
2020,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9679.jpg,2,[2, 8],[1.0000, 0.0000]
2021,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7624.jpg,2,[2, 0],[1.0000, 0.0000]
2022,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1251.jpg,2,[6, 2],[0.8956, 0.0991]
2023,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2301.jpg,2,[2, 5],[0.6886, 0.2815]
2024,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4319.jpg,2,[2, 3],[1.0000, 0.0000]
2025,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2984.jpg,2,[2, 4],[1.0000, 0.0000]
2026,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9603.jpg,2,[2, 4],[0.9999, 0.0001]
2027,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9044.jpg,2,[2, 8],[1.0000, 0.0000]
2028,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2592.jpg,2,[7, 4],[0.9728, 0.0272]
2029,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7947.jpg,2,[2, 6],[0.5236, 0.4760]
2030,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1374.jpg,2,[2, 0],[0.9762, 0.0237]
2031,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5129.jpg,2,[3, 2],[0.9995, 0.0002]
2032,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7650.jpg,2,[4, 2],[0.9550, 0.0448]
2033,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9681.jpg,2,[2, 6],[1.0000, 0.0000]
2034,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5738.jpg,2,[2, 4],[1.0000, 0.0000]
2035,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8578.jpg,2,[2, 3],[0.4887, 0.4816]
2036,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9704.jpg,2,[3, 5],[0.9875, 0.0121]
2037,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9435.jpg,2,[2, 5],[0.8227, 0.1772]
2038,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4359.jpg,2,[2, 0],[1.0000, 0.0000]
2039,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2165.jpg,2,[5, 3],[0.8546, 0.1374]
2040,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2839.jpg,2,[2, 6],[1.0000, 0.0000]
2041,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_988.jpg,2,[2, 0],[1.0000, 0.0000]
2042,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1451.jpg,2,[2, 1],[1.0000, 0.0000]
2043,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3720.jpg,2,[2, 0],[1.0000, 0.0000]
2044,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3085.jpg,2,[6, 3],[0.7299, 0.2340]
2045,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3713.jpg,2,[2, 3],[1.0000, 0.0000]
2046,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9639.jpg,2,[2, 4],[1.0000, 0.0000]
2047,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_697.jpg,2,[2, 3],[1.0000, 0.0000]
2048,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7304.jpg,2,[2, 5],[0.9990, 0.0007]
2049,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9213.jpg,2,[2, 4],[0.9996, 0.0003]
2050,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8558.jpg,2,[2, 0],[1.0000, 0.0000]
2051,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1575.jpg,2,[2, 3],[1.0000, 0.0000]
2052,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9805.jpg,2,[2, 0],[0.9998, 0.0002]
2053,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2557.jpg,2,[2, 5],[1.0000, 0.0000]
2054,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1392.jpg,2,[2, 5],[1.0000, 0.0000]
2055,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6177.jpg,2,[2, 3],[1.0000, 0.0000]
2056,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2242.jpg,2,[3, 2],[0.5607, 0.3081]
2057,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7590.jpg,2,[4, 7],[1.0000, 0.0000]
2058,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3462.jpg,2,[2, 8],[1.0000, 0.0000]
2059,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3997.jpg,2,[2, 6],[1.0000, 0.0000]
2060,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_270.jpg,2,[2, 4],[0.9999, 0.0001]
2061,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6501.jpg,2,[2, 5],[0.9994, 0.0006]
2062,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3473.jpg,2,[2, 8],[1.0000, 0.0000]
2063,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_833.jpg,2,[2, 7],[1.0000, 0.0000]
2064,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9070.jpg,2,[2, 9],[0.9998, 0.0002]
2065,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1348.jpg,2,[2, 3],[0.8727, 0.0680]
2066,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2193.jpg,2,[2, 0],[1.0000, 0.0000]
2067,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_25.jpg,2,[2, 5],[0.8840, 0.0620]
2068,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3737.jpg,2,[2, 4],[1.0000, 0.0000]
2069,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7457.jpg,2,[2, 6],[1.0000, 0.0000]
2070,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7663.jpg,2,[2, 8],[1.0000, 0.0000]
2071,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5533.jpg,2,[2, 0],[0.9998, 0.0002]
2072,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1960.jpg,2,[2, 5],[1.0000, 0.0000]
2073,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3313.jpg,2,[2, 0],[1.0000, 0.0000]
2074,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1039.jpg,2,[2, 4],[0.7375, 0.1769]
2075,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_980.jpg,2,[2, 3],[1.0000, 0.0000]
2076,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2918.jpg,2,[2, 7],[1.0000, 0.0000]
2077,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8457.jpg,2,[4, 5],[1.0000, 0.0000]
2078,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6232.jpg,2,[2, 8],[1.0000, 0.0000]
2079,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8715.jpg,2,[2, 0],[1.0000, 0.0000]
2080,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3816.jpg,2,[2, 4],[1.0000, 0.0000]
2081,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5022.jpg,2,[2, 5],[1.0000, 0.0000]
2082,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9848.jpg,2,[2, 0],[1.0000, 0.0000]
2083,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4452.jpg,2,[2, 5],[0.9965, 0.0035]
2084,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4369.jpg,2,[2, 7],[1.0000, 0.0000]
2085,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5708.jpg,2,[2, 5],[0.9073, 0.0916]
2086,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4630.jpg,2,[2, 6],[0.9802, 0.0182]
2087,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5154.jpg,2,[2, 0],[0.9999, 0.0001]
2088,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1995.jpg,2,[2, 0],[0.9998, 0.0001]
2089,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8040.jpg,2,[2, 6],[1.0000, 0.0000]
2090,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7944.jpg,2,[2, 0],[1.0000, 0.0000]
2091,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8562.jpg,2,[2, 6],[0.9957, 0.0042]
2092,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/1/1_7001.jpg,1,[1, 9],[1.0000, 0.0000]
2093,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9764.jpg,2,[0, 2],[0.4975, 0.3673]
2094,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2383.jpg,2,[2, 0],[0.9999, 0.0000]
2095,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9322.jpg,2,[2, 5],[1.0000, 0.0000]
2096,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5709.jpg,2,[2, 5],[0.8187, 0.1420]
2097,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1846.jpg,2,[2, 6],[0.9993, 0.0007]
2098,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4146.jpg,2,[2, 4],[1.0000, 0.0000]
2099,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1963.jpg,2,[2, 0],[1.0000, 0.0000]
2100,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8383.jpg,2,[2, 6],[1.0000, 0.0000]
2101,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7286.jpg,2,[2, 8],[1.0000, 0.0000]
2102,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1581.jpg,2,[2, 8],[0.9960, 0.0037]
2103,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6083.jpg,2,[6, 9],[0.5229, 0.3501]
2104,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8610.jpg,2,[2, 5],[1.0000, 0.0000]
2105,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3652.jpg,2,[2, 0],[1.0000, 0.0000]
2106,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_618.jpg,2,[2, 0],[1.0000, 0.0000]
2107,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7068.jpg,2,[0, 2],[1.0000, 0.0000]
2108,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9959.jpg,2,[3, 2],[0.8140, 0.1505]
2109,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4133.jpg,2,[2, 3],[1.0000, 0.0000]
2110,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_393.jpg,2,[2, 3],[0.7516, 0.1858]
2111,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_84.jpg,2,[2, 5],[1.0000, 0.0000]
2112,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3905.jpg,2,[2, 4],[1.0000, 0.0000]
2113,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1690.jpg,2,[2, 0],[0.6449, 0.2934]
2114,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9344.jpg,2,[2, 3],[0.9999, 0.0001]
2115,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8649.jpg,2,[2, 3],[0.9998, 0.0002]
2116,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2226.jpg,2,[6, 2],[0.9813, 0.0187]
2117,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2262.jpg,2,[4, 2],[0.8183, 0.1730]
2118,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4438.jpg,2,[2, 4],[0.9811, 0.0171]
2119,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9132.jpg,2,[2, 6],[0.7595, 0.1587]
2120,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7761.jpg,2,[3, 6],[0.9947, 0.0052]
2121,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1150.jpg,2,[7, 4],[0.9906, 0.0093]
2122,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_182.jpg,2,[2, 0],[1.0000, 0.0000]
2123,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2303.jpg,2,[2, 3],[1.0000, 0.0000]
2124,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3947.jpg,2,[2, 4],[1.0000, 0.0000]
2125,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2321.jpg,2,[2, 0],[1.0000, 0.0000]
2126,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2171.jpg,2,[2, 5],[0.9919, 0.0064]
2127,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5057.jpg,2,[2, 7],[1.0000, 0.0000]
2128,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9426.jpg,2,[2, 4],[0.9973, 0.0021]
2129,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_8576.jpg,2,[0, 8],[0.9998, 0.0001]
2130,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_5362.jpg,2,[2, 4],[1.0000, 0.0000]
2131,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9366.jpg,2,[5, 8],[0.7114, 0.2882]
2132,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2903.jpg,2,[2, 5],[1.0000, 0.0000]
2133,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2466.jpg,2,[0, 2],[0.8071, 0.1660]
2134,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1709.jpg,2,[2, 4],[1.0000, 0.0000]
2135,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3480.jpg,2,[2, 5],[1.0000, 0.0000]
2136,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_9782.jpg,2,[2, 7],[0.9987, 0.0013]
2137,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_1132.jpg,2,[2, 3],[0.9999, 0.0000]
2138,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_6024.jpg,2,[2, 5],[0.9664, 0.0336]
2139,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_2576.jpg,2,[2, 0],[1.0000, 0.0000]
2140,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_7646.jpg,2,[2, 3],[1.0000, 0.0000]
2141,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_3801.jpg,2,[2, 0],[0.9196, 0.0799]
2142,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_623.jpg,2,[2, 4],[1.0000, 0.0000]
2143,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_387.jpg,2,[2, 5],[0.9577, 0.0415]
2144,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_776.jpg,2,[5, 3],[0.9403, 0.0587]
2145,/home/amax/SIAT/Slim_Classification/Data-Cifar10/image/test/2/2_4885.jpg,2,[3, 2],[0.9052, 0.0516]
